invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,weekday,hour,total_amount
9595,WALM025,Waco,Home and lifestyle,37.0,2.0,2021-08-07,1900-01-01 06:22:00,Cash,4.0,0.48,Saturday,6,74.0
9596,WALM082,Weslaco,Fashion accessories,47.0,2.0,2020-02-27,1900-01-01 13:56:00,Cash,5.0,0.33,Thursday,13,94.0
9597,WALM082,Weslaco,Home and lifestyle,75.0,3.0,2021-02-02,1900-01-01 06:29:00,Cash,4.0,0.33,Tuesday,6,225.0
9598,WALM009,Plano,Fashion accessories,69.0,2.0,2023-11-13,1900-01-01 14:11:00,Cash,6.0,0.48,Monday,14,138.0
9599,WALM009,Plano,Home and lifestyle,17.0,3.0,2020-03-20,1900-01-01 13:40:00,Cash,6.0,0.48,Friday,13,51.0
9600,WALM075,San Marcos,Fashion accessories,26.0,1.0,2023-12-04,1900-01-01 10:40:00,Cash,5.0,0.33,Monday,10,26.0
9601,WALM065,Texas City,Home and lifestyle,30.0,2.0,2023-11-27,1900-01-01 11:40:00,Cash,3.0,0.33,Monday,11,60.0
9602,WALM055,Waxahachie,Fashion accessories,23.0,1.0,2020-06-24,1900-01-01 11:36:00,Cash,7.0,0.33,Wednesday,11,23.0
9603,WALM029,Round Rock,Home and lifestyle,54.0,2.0,2022-11-19,1900-01-01 14:54:00,Cash,6.0,0.48,Saturday,14,108.0
9604,WALM087,Waxahachie,Fashion accessories,16.0,1.0,2022-09-14,1900-01-01 09:57:00,Cash,7.0,0.33,Wednesday,9,16.0
9605,WALM035,San Angelo,Home and lifestyle,23.0,2.0,2023-02-18,1900-01-01 08:15:00,Cash,7.0,0.48,Saturday,8,46.0
9606,WALM075,San Marcos,Fashion accessories,82.0,3.0,2021-09-18,1900-01-01 14:31:00,Cash,7.0,0.33,Saturday,14,246.0
9607,WALM025,Waco,Home and lifestyle,80.0,1.0,2022-10-18,1900-01-01 13:04:00,Cash,5.0,0.48,Tuesday,13,80.0
9608,WALM009,Plano,Fashion accessories,31.0,3.0,2023-12-24,1900-01-01 09:28:00,Cash,4.0,0.48,Sunday,9,93.0
9609,WALM003,San Antonio,Home and lifestyle,62.0,2.0,2023-08-18,1900-01-01 06:53:00,Cash,5.0,0.48,Friday,6,124.0
9610,WALM056,Rowlett,Fashion accessories,76.0,1.0,2021-07-21,1900-01-01 13:04:00,Cash,3.0,0.33,Wednesday,13,76.0
9611,WALM089,Southlake,Home and lifestyle,71.0,2.0,2021-03-21,1900-01-01 13:37:00,Cash,4.0,0.33,Sunday,13,142.0
9612,WALM084,Schertz,Fashion accessories,49.0,3.0,2020-12-27,1900-01-01 16:24:00,Cash,7.0,0.33,Sunday,16,147.0
9613,WALM054,Sherman,Home and lifestyle,46.0,2.0,2022-07-08,1900-01-01 10:46:00,Cash,5.0,0.21,Friday,10,92.0
9614,WALM075,San Marcos,Fashion accessories,39.0,3.0,2021-07-03,1900-01-01 10:13:00,Cash,4.0,0.33,Saturday,10,117.0
9615,WALM025,Waco,Home and lifestyle,51.0,1.0,2021-01-13,1900-01-01 10:22:00,Cash,3.0,0.48,Wednesday,10,51.0
9616,WALM003,San Antonio,Fashion accessories,37.0,1.0,2020-12-28,1900-01-01 06:28:00,Cash,7.0,0.48,Monday,6,37.0
9617,WALM003,San Antonio,Home and lifestyle,78.0,2.0,2021-03-22,1900-01-01 11:26:00,Cash,3.0,0.48,Monday,11,156.0
9618,WALM056,Rowlett,Fashion accessories,43.0,1.0,2023-03-28,1900-01-01 12:40:00,Cash,6.0,0.33,Tuesday,12,43.0
9619,WALM074,Weslaco,Home and lifestyle,84.0,1.0,2020-02-29,1900-01-01 11:01:00,Cash,7.0,0.33,Saturday,11,84.0
9620,WALM069,Rockwall,Fashion accessories,26.0,2.0,2022-04-11,1900-01-01 14:10:00,Cash,6.0,0.33,Monday,14,52.0
9621,WALM073,Seguin,Home and lifestyle,39.0,1.0,2022-08-31,1900-01-01 14:57:00,Cash,3.0,0.33,Wednesday,14,39.0
9622,WALM075,San Marcos,Fashion accessories,36.0,1.0,2020-10-16,1900-01-01 13:21:00,Cash,3.0,0.33,Friday,13,36.0
9623,WALM009,Plano,Home and lifestyle,53.0,3.0,2021-06-04,1900-01-01 07:39:00,Cash,5.0,0.48,Friday,7,159.0
9624,WALM050,Victoria,Fashion accessories,79.0,2.0,2020-08-27,1900-01-01 08:23:00,Credit card,3.0,0.48,Thursday,8,158.0
9625,WALM075,San Marcos,Home and lifestyle,70.0,1.0,2020-03-30,1900-01-01 15:05:00,Cash,4.0,0.33,Monday,15,70.0
9626,WALM065,Texas City,Fashion accessories,30.0,1.0,2021-02-13,1900-01-01 08:51:00,Cash,3.0,0.33,Saturday,8,30.0
9627,WALM089,Southlake,Home and lifestyle,61.0,3.0,2020-05-19,1900-01-01 09:02:00,Cash,4.0,0.33,Tuesday,9,183.0
9628,WALM030,Richardson,Fashion accessories,74.0,3.0,2023-03-22,1900-01-01 12:54:00,Cash,7.0,0.48,Wednesday,12,222.0
9629,WALM056,Rowlett,Home and lifestyle,49.0,1.0,2022-11-28,1900-01-01 16:53:00,Cash,4.0,0.33,Monday,16,49.0
9630,WALM003,San Antonio,Fashion accessories,80.0,2.0,2020-03-16,1900-01-01 12:15:00,Cash,7.0,0.48,Monday,12,160.0
9631,WALM074,Weslaco,Home and lifestyle,42.0,3.0,2023-11-19,1900-01-01 08:42:00,Cash,7.0,0.33,Sunday,8,126.0
9632,WALM084,Schertz,Fashion accessories,69.0,2.0,2022-04-15,1900-01-01 09:59:00,Cash,4.0,0.33,Friday,9,138.0
9633,WALM009,Plano,Home and lifestyle,36.0,3.0,2021-06-01,1900-01-01 14:26:00,Cash,3.0,0.48,Tuesday,14,108.0
9634,WALM065,Texas City,Fashion accessories,45.0,3.0,2021-01-20,1900-01-01 10:14:00,Cash,6.0,0.33,Wednesday,10,135.0
9635,WALM050,Victoria,Home and lifestyle,27.0,2.0,2022-08-30,1900-01-01 07:02:00,Credit card,6.0,0.48,Tuesday,7,54.0
9636,WALM075,San Marcos,Fashion accessories,77.0,2.0,2020-09-17,1900-01-01 14:03:00,Cash,3.0,0.33,Thursday,14,154.0
9637,WALM003,San Antonio,Home and lifestyle,78.0,3.0,2022-07-29,1900-01-01 11:04:00,Cash,5.0,0.48,Friday,11,234.0
9638,WALM032,Tyler,Fashion accessories,42.0,1.0,2022-12-16,1900-01-01 09:19:00,Cash,4.0,0.48,Friday,9,42.0
9639,WALM084,Schertz,Home and lifestyle,42.0,1.0,2022-10-21,1900-01-01 10:23:00,Cash,3.0,0.33,Friday,10,42.0
9640,WALM029,Round Rock,Fashion accessories,57.0,1.0,2020-01-07,1900-01-01 06:37:00,Cash,7.0,0.48,Tuesday,6,57.0
9641,WALM035,San Angelo,Home and lifestyle,17.0,1.0,2020-11-17,1900-01-01 12:49:00,Cash,6.0,0.48,Tuesday,12,17.0
9642,WALM074,Weslaco,Fashion accessories,67.0,2.0,2023-01-07,1900-01-01 06:50:00,Cash,3.0,0.33,Saturday,6,134.0
9643,WALM084,Schertz,Home and lifestyle,22.0,3.0,2020-04-16,1900-01-01 12:32:00,Cash,5.0,0.33,Thursday,12,66.0
9644,WALM046,Temple,Fashion accessories,28.0,2.0,2021-12-01,1900-01-01 10:57:00,Cash,3.0,0.48,Wednesday,10,56.0
9645,WALM029,Round Rock,Home and lifestyle,28.0,3.0,2020-08-30,1900-01-01 07:53:00,Cash,4.0,0.48,Sunday,7,84.0
9646,WALM046,Temple,Fashion accessories,29.0,3.0,2023-01-25,1900-01-01 16:22:00,Cash,7.0,0.48,Wednesday,16,87.0
9647,WALM032,Tyler,Home and lifestyle,30.0,3.0,2020-07-12,1900-01-01 09:16:00,Cash,6.0,0.48,Sunday,9,90.0
9648,WALM099,Weatherford,Fashion accessories,55.0,3.0,2023-01-25,1900-01-01 16:54:00,Cash,7.0,0.18,Wednesday,16,165.0
9649,WALM009,Plano,Home and lifestyle,63.0,2.0,2021-08-26,1900-01-01 14:39:00,Cash,4.0,0.48,Thursday,14,126.0
9650,WALM056,Rowlett,Fashion accessories,32.0,1.0,2023-11-22,1900-01-01 08:41:00,Cash,5.0,0.33,Wednesday,8,32.0
9651,WALM084,Schertz,Home and lifestyle,84.0,1.0,2020-11-02,1900-01-01 13:04:00,Cash,5.0,0.33,Monday,13,84.0
9652,WALM069,Rockwall,Fashion accessories,15.0,1.0,2020-06-22,1900-01-01 13:08:00,Cash,4.0,0.33,Monday,13,15.0
9653,WALM099,Weatherford,Home and lifestyle,85.0,2.0,2022-12-07,1900-01-01 07:11:00,Cash,5.0,0.18,Wednesday,7,170.0
9654,WALM032,Tyler,Fashion accessories,25.0,3.0,2020-04-05,1900-01-01 16:10:00,Cash,6.0,0.48,Sunday,16,75.0
9655,WALM050,Victoria,Home and lifestyle,52.0,2.0,2021-02-28,1900-01-01 12:56:00,Credit card,7.0,0.48,Sunday,12,104.0
9656,WALM065,Texas City,Fashion accessories,56.0,1.0,2020-06-19,1900-01-01 10:09:00,Cash,5.0,0.33,Friday,10,56.0
9657,WALM030,Richardson,Home and lifestyle,33.0,1.0,2020-04-09,1900-01-01 15:19:00,Cash,5.0,0.48,Thursday,15,33.0
9658,WALM009,Plano,Fashion accessories,60.0,2.0,2020-07-17,1900-01-01 07:37:00,Cash,6.0,0.48,Friday,7,120.0
9659,WALM087,Waxahachie,Home and lifestyle,47.0,1.0,2020-05-22,1900-01-01 15:01:00,Cash,7.0,0.33,Friday,15,47.0
9660,WALM038,Sugar Land,Fashion accessories,62.0,1.0,2020-12-19,1900-01-01 15:06:00,Cash,6.0,0.48,Saturday,15,62.0
9661,WALM055,Waxahachie,Home and lifestyle,55.0,2.0,2020-05-31,1900-01-01 12:12:00,Cash,4.0,0.33,Sunday,12,110.0
9662,WALM035,San Angelo,Fashion accessories,27.0,3.0,2022-12-10,1900-01-01 13:12:00,Cash,6.0,0.48,Saturday,13,81.0
9663,WALM029,Round Rock,Home and lifestyle,64.0,3.0,2023-04-23,1900-01-01 12:39:00,Cash,6.0,0.48,Sunday,12,192.0
9664,WALM055,Waxahachie,Fashion accessories,47.0,3.0,2022-12-19,1900-01-01 14:08:00,Cash,7.0,0.33,Monday,14,141.0
9665,WALM056,Rowlett,Home and lifestyle,66.0,2.0,2021-11-02,1900-01-01 15:59:00,Cash,7.0,0.33,Tuesday,15,132.0
9666,WALM073,Seguin,Fashion accessories,50.0,3.0,2020-05-16,1900-01-01 11:49:00,Cash,6.0,0.33,Saturday,11,150.0
9667,WALM058,Port Arthur,Home and lifestyle,76.0,3.0,2023-11-26,1900-01-01 10:05:00,Cash,6.0,0.33,Sunday,10,228.0
9668,WALM074,Weslaco,Fashion accessories,15.0,1.0,2023-11-09,1900-01-01 13:24:00,Cash,3.0,0.33,Thursday,13,15.0
9669,WALM032,Tyler,Home and lifestyle,59.0,3.0,2022-09-15,1900-01-01 08:08:00,Cash,5.0,0.48,Thursday,8,177.0
9670,WALM055,Waxahachie,Fashion accessories,76.0,2.0,2023-11-13,1900-01-01 09:11:00,Cash,4.0,0.33,Monday,9,152.0
9671,WALM054,Sherman,Home and lifestyle,44.0,1.0,2020-10-29,1900-01-01 11:55:00,Cash,7.0,0.21,Thursday,11,44.0
9672,WALM073,Seguin,Fashion accessories,65.0,1.0,2020-04-24,1900-01-01 14:04:00,Cash,6.0,0.33,Friday,14,65.0
9673,WALM099,Weatherford,Home and lifestyle,36.0,2.0,2022-12-25,1900-01-01 13:01:00,Cash,7.0,0.18,Sunday,13,72.0
9674,WALM054,Sherman,Fashion accessories,21.0,1.0,2020-03-25,1900-01-01 15:29:00,Cash,4.0,0.33,Wednesday,15,21.0
9675,WALM025,Waco,Home and lifestyle,36.0,1.0,2022-02-25,1900-01-01 09:55:00,Cash,4.0,0.48,Friday,9,36.0
9676,WALM038,Sugar Land,Fashion accessories,18.0,3.0,2021-05-15,1900-01-01 07:21:00,Cash,5.0,0.48,Saturday,7,54.0
9677,WALM099,Weatherford,Home and lifestyle,36.0,2.0,2021-04-03,1900-01-01 07:47:00,Cash,7.0,0.18,Saturday,7,72.0
9678,WALM046,Temple,Fashion accessories,42.0,1.0,2022-02-03,1900-01-01 12:37:00,Cash,3.0,0.48,Thursday,12,42.0
9679,WALM054,Sherman,Home and lifestyle,18.0,1.0,2021-07-15,1900-01-01 15:59:00,Cash,5.0,0.21,Thursday,15,18.0
9680,WALM089,Southlake,Fashion accessories,32.0,2.0,2021-11-01,1900-01-01 11:56:00,Cash,5.0,0.33,Monday,11,64.0
9681,WALM089,Southlake,Home and lifestyle,43.0,3.0,2022-03-15,1900-01-01 08:01:00,Cash,6.0,0.33,Tuesday,8,129.0
9682,WALM086,Rosenberg,Fashion accessories,38.0,1.0,2020-04-01,1900-01-01 12:44:00,Cash,6.0,0.33,Wednesday,12,38.0
9683,WALM058,Port Arthur,Home and lifestyle,43.0,2.0,2021-09-24,1900-01-01 13:09:00,Cash,5.0,0.33,Friday,13,86.0
9684,WALM056,Rowlett,Fashion accessories,72.0,1.0,2020-06-13,1900-01-01 09:58:00,Cash,5.0,0.33,Saturday,9,72.0
9685,WALM055,Waxahachie,Home and lifestyle,49.0,3.0,2023-05-03,1900-01-01 11:09:00,Cash,5.0,0.33,Wednesday,11,147.0
9686,WALM058,Port Arthur,Fashion accessories,36.0,1.0,2020-03-26,1900-01-01 07:59:00,Cash,6.0,0.33,Thursday,7,36.0
9687,WALM046,Temple,Home and lifestyle,16.0,3.0,2022-01-26,1900-01-01 10:58:00,Cash,6.0,0.48,Wednesday,10,48.0
9688,WALM003,San Antonio,Fashion accessories,45.0,1.0,2021-09-02,1900-01-01 14:30:00,Cash,7.0,0.48,Thursday,14,45.0
9689,WALM038,Sugar Land,Home and lifestyle,80.0,1.0,2021-01-16,1900-01-01 13:21:00,Cash,5.0,0.48,Saturday,13,80.0
9690,WALM074,Weslaco,Fashion accessories,56.0,3.0,2023-01-03,1900-01-01 16:22:00,Cash,3.0,0.33,Tuesday,16,168.0
9691,WALM087,Waxahachie,Home and lifestyle,60.0,3.0,2021-11-30,1900-01-01 16:55:00,Cash,6.0,0.33,Tuesday,16,180.0
9692,WALM082,Weslaco,Fashion accessories,55.0,3.0,2023-12-14,1900-01-01 10:54:00,Cash,7.0,0.33,Thursday,10,165.0
9693,WALM029,Round Rock,Home and lifestyle,61.0,2.0,2021-07-30,1900-01-01 08:37:00,Cash,4.0,0.48,Friday,8,122.0
9694,WALM069,Rockwall,Fashion accessories,66.0,3.0,2023-02-10,1900-01-01 08:24:00,Cash,3.0,0.33,Friday,8,198.0
9695,WALM056,Rowlett,Home and lifestyle,75.0,3.0,2020-11-14,1900-01-01 10:31:00,Cash,7.0,0.33,Saturday,10,225.0
9696,WALM089,Southlake,Fashion accessories,80.0,2.0,2023-04-07,1900-01-01 16:01:00,Cash,5.0,0.33,Friday,16,160.0
9697,WALM065,Texas City,Home and lifestyle,71.0,1.0,2023-05-23,1900-01-01 16:15:00,Cash,7.0,0.33,Tuesday,16,71.0
9698,WALM032,Tyler,Fashion accessories,53.0,1.0,2020-08-23,1900-01-01 12:36:00,Cash,7.0,0.48,Sunday,12,53.0
9699,WALM082,Weslaco,Home and lifestyle,50.0,2.0,2021-12-16,1900-01-01 07:53:00,Cash,6.0,0.33,Thursday,7,100.0
9700,WALM073,Seguin,Fashion accessories,51.0,2.0,2020-03-09,1900-01-01 12:45:00,Cash,4.0,0.33,Monday,12,102.0
9701,WALM074,Weslaco,Home and lifestyle,81.0,2.0,2021-10-07,1900-01-01 11:43:00,Cash,3.0,0.33,Thursday,11,162.0
9702,WALM087,Waxahachie,Fashion accessories,39.0,3.0,2020-11-11,1900-01-01 15:58:00,Cash,6.0,0.33,Wednesday,15,117.0
9703,WALM099,Weatherford,Home and lifestyle,17.0,2.0,2020-05-08,1900-01-01 08:37:00,Cash,6.0,0.18,Friday,8,34.0
9704,WALM032,Tyler,Fashion accessories,44.0,2.0,2021-12-31,1900-01-01 12:08:00,Cash,7.0,0.48,Friday,12,88.0
9705,WALM054,Sherman,Home and lifestyle,75.0,1.0,2023-10-21,1900-01-01 10:09:00,Cash,3.0,0.21,Saturday,10,75.0
9706,WALM074,Weslaco,Fashion accessories,66.0,2.0,2020-10-19,1900-01-01 13:50:00,Cash,3.0,0.33,Monday,13,132.0
9707,WALM038,Sugar Land,Home and lifestyle,45.0,3.0,2021-01-08,1900-01-01 13:32:00,Cash,7.0,0.48,Friday,13,135.0
9708,WALM025,Waco,Fashion accessories,22.0,1.0,2023-12-14,1900-01-01 11:29:00,Cash,4.0,0.48,Thursday,11,22.0
9709,WALM089,Southlake,Home and lifestyle,54.0,1.0,2022-05-23,1900-01-01 15:56:00,Cash,7.0,0.33,Monday,15,54.0
9710,WALM069,Rockwall,Fashion accessories,28.0,1.0,2023-03-17,1900-01-01 07:25:00,Cash,5.0,0.33,Friday,7,28.0
9711,WALM035,San Angelo,Home and lifestyle,66.0,3.0,2023-06-11,1900-01-01 09:07:00,Cash,5.0,0.48,Sunday,9,198.0
9712,WALM050,Victoria,Fashion accessories,67.0,1.0,2023-01-15,1900-01-01 08:39:00,Credit card,7.0,0.48,Sunday,8,67.0
9713,WALM046,Temple,Home and lifestyle,47.0,3.0,2020-02-27,1900-01-01 12:11:00,Cash,3.0,0.48,Thursday,12,141.0
9714,WALM050,Victoria,Fashion accessories,26.0,2.0,2022-01-30,1900-01-01 09:36:00,Credit card,4.0,0.48,Sunday,9,52.0
9715,WALM074,Weslaco,Home and lifestyle,19.0,1.0,2021-01-13,1900-01-01 14:07:00,Cash,5.0,0.33,Wednesday,14,19.0
9716,WALM065,Texas City,Fashion accessories,63.0,1.0,2023-01-18,1900-01-01 15:00:00,Cash,6.0,0.33,Wednesday,15,63.0
9717,WALM089,Southlake,Home and lifestyle,68.0,3.0,2023-08-26,1900-01-01 07:12:00,Cash,6.0,0.33,Saturday,7,204.0
9718,WALM038,Sugar Land,Fashion accessories,68.0,2.0,2023-04-12,1900-01-01 14:13:00,Cash,7.0,0.48,Wednesday,14,136.0
9719,WALM029,Round Rock,Home and lifestyle,32.0,3.0,2021-08-25,1900-01-01 15:00:00,Cash,7.0,0.48,Wednesday,15,96.0
9720,WALM099,Weatherford,Fashion accessories,23.0,3.0,2022-09-11,1900-01-01 10:52:00,Cash,5.0,0.18,Sunday,10,69.0
9721,WALM069,Rockwall,Home and lifestyle,28.0,3.0,2023-11-24,1900-01-01 11:10:00,Cash,4.0,0.33,Friday,11,84.0
9722,WALM056,Rowlett,Fashion accessories,68.0,1.0,2023-06-19,1900-01-01 09:46:00,Cash,6.0,0.33,Monday,9,68.0
9723,WALM025,Waco,Home and lifestyle,38.0,1.0,2020-12-19,1900-01-01 06:20:00,Cash,6.0,0.48,Saturday,6,38.0
9724,WALM082,Weslaco,Fashion accessories,37.0,3.0,2020-06-19,1900-01-01 10:38:00,Cash,5.0,0.33,Friday,10,111.0
9725,WALM086,Rosenberg,Home and lifestyle,79.0,2.0,2021-03-11,1900-01-01 14:06:00,Cash,4.0,0.33,Thursday,14,158.0
9726,WALM075,San Marcos,Fashion accessories,29.0,3.0,2020-09-16,1900-01-01 06:07:00,Cash,4.0,0.33,Wednesday,6,87.0
9727,WALM046,Temple,Home and lifestyle,61.0,3.0,2022-06-09,1900-01-01 10:33:00,Cash,5.0,0.48,Thursday,10,183.0
9728,WALM058,Port Arthur,Fashion accessories,49.0,2.0,2023-05-30,1900-01-01 16:17:00,Cash,7.0,0.33,Tuesday,16,98.0
9729,WALM025,Waco,Home and lifestyle,53.0,1.0,2022-11-24,1900-01-01 14:06:00,Cash,4.0,0.48,Thursday,14,53.0
9730,WALM025,Waco,Fashion accessories,40.0,3.0,2022-08-30,1900-01-01 06:35:00,Cash,3.0,0.48,Tuesday,6,120.0
9731,WALM025,Waco,Home and lifestyle,41.0,1.0,2020-05-24,1900-01-01 14:28:00,Cash,7.0,0.48,Sunday,14,41.0
9732,WALM089,Southlake,Fashion accessories,29.0,1.0,2020-06-11,1900-01-01 08:18:00,Cash,5.0,0.33,Thursday,8,29.0
9733,WALM058,Port Arthur,Home and lifestyle,62.0,3.0,2021-12-23,1900-01-01 10:04:00,Cash,4.0,0.33,Thursday,10,186.0
9734,WALM099,Weatherford,Fashion accessories,46.0,2.0,2020-06-04,1900-01-01 10:29:00,Cash,5.0,0.18,Thursday,10,92.0
9735,WALM084,Schertz,Home and lifestyle,55.0,1.0,2023-06-13,1900-01-01 09:07:00,Cash,5.0,0.33,Tuesday,9,55.0
9736,WALM009,Plano,Fashion accessories,67.0,2.0,2020-02-19,1900-01-01 12:11:00,Cash,4.0,0.48,Wednesday,12,134.0
9737,WALM003,San Antonio,Home and lifestyle,42.0,1.0,2020-01-25,1900-01-01 08:54:00,Cash,7.0,0.48,Saturday,8,42.0
9738,WALM054,Sherman,Fashion accessories,42.0,1.0,2022-04-02,1900-01-01 12:21:00,Cash,7.0,0.33,Saturday,12,42.0
9739,WALM084,Schertz,Home and lifestyle,63.0,1.0,2020-11-04,1900-01-01 11:56:00,Cash,7.0,0.33,Wednesday,11,63.0
9740,WALM069,Rockwall,Fashion accessories,81.0,3.0,2020-12-21,1900-01-01 13:42:00,Cash,7.0,0.33,Monday,13,243.0
9741,WALM056,Rowlett,Home and lifestyle,29.0,1.0,2020-09-10,1900-01-01 09:53:00,Cash,5.0,0.33,Thursday,9,29.0
9742,WALM069,Rockwall,Fashion accessories,75.0,3.0,2022-11-07,1900-01-01 06:20:00,Cash,3.0,0.33,Monday,6,225.0
9743,WALM069,Rockwall,Home and lifestyle,43.0,3.0,2020-02-18,1900-01-01 10:51:00,Cash,4.0,0.33,Tuesday,10,129.0
9744,WALM084,Schertz,Fashion accessories,78.0,2.0,2021-09-19,1900-01-01 14:32:00,Cash,5.0,0.33,Sunday,14,156.0
9745,WALM087,Waxahachie,Home and lifestyle,24.0,3.0,2022-03-14,1900-01-01 12:15:00,Cash,3.0,0.33,Monday,12,72.0
9746,WALM069,Rockwall,Fashion accessories,24.0,3.0,2023-07-19,1900-01-01 07:32:00,Cash,5.0,0.33,Wednesday,7,72.0
9747,WALM050,Victoria,Home and lifestyle,19.0,1.0,2023-08-17,1900-01-01 10:04:00,Credit card,4.0,0.48,Thursday,10,19.0
9748,WALM055,Waxahachie,Fashion accessories,50.0,2.0,2020-03-24,1900-01-01 09:34:00,Cash,5.0,0.33,Tuesday,9,100.0
9749,WALM087,Waxahachie,Home and lifestyle,26.0,1.0,2022-01-10,1900-01-01 14:04:00,Cash,6.0,0.33,Monday,14,26.0
9750,WALM089,Southlake,Fashion accessories,68.0,1.0,2020-07-26,1900-01-01 16:30:00,Cash,3.0,0.33,Sunday,16,68.0
9751,WALM075,San Marcos,Home and lifestyle,19.0,2.0,2022-09-09,1900-01-01 12:04:00,Cash,7.0,0.33,Friday,12,38.0
9752,WALM056,Rowlett,Fashion accessories,73.0,2.0,2022-11-02,1900-01-01 16:57:00,Cash,6.0,0.33,Wednesday,16,146.0
9753,WALM003,San Antonio,Home and lifestyle,48.0,1.0,2020-04-02,1900-01-01 12:07:00,Cash,5.0,0.48,Thursday,12,48.0
9754,WALM054,Sherman,Fashion accessories,33.0,3.0,2020-02-14,1900-01-01 10:54:00,Cash,6.0,0.33,Friday,10,99.0
9755,WALM056,Rowlett,Home and lifestyle,36.0,1.0,2023-06-18,1900-01-01 10:59:00,Cash,5.0,0.33,Sunday,10,36.0
9756,WALM074,Weslaco,Fashion accessories,35.0,2.0,2023-03-23,1900-01-01 11:08:00,Cash,3.0,0.33,Thursday,11,70.0
9757,WALM084,Schertz,Home and lifestyle,46.0,2.0,2021-02-19,1900-01-01 10:46:00,Cash,6.0,0.33,Friday,10,92.0
9758,WALM038,Sugar Land,Fashion accessories,52.0,3.0,2020-05-03,1900-01-01 13:03:00,Cash,6.0,0.48,Sunday,13,156.0
9759,WALM089,Southlake,Home and lifestyle,33.0,1.0,2023-11-27,1900-01-01 08:47:00,Cash,7.0,0.33,Monday,8,33.0
9760,WALM099,Weatherford,Fashion accessories,34.0,2.0,2023-12-25,1900-01-01 15:08:00,Cash,5.0,0.18,Monday,15,68.0
9761,WALM074,Weslaco,Home and lifestyle,39.0,2.0,2022-10-17,1900-01-01 16:27:00,Cash,4.0,0.33,Monday,16,78.0
9762,WALM058,Port Arthur,Fashion accessories,66.0,1.0,2021-11-16,1900-01-01 08:32:00,Cash,6.0,0.33,Tuesday,8,66.0
9763,WALM009,Plano,Home and lifestyle,17.0,1.0,2022-04-24,1900-01-01 11:11:00,Cash,4.0,0.48,Sunday,11,17.0
9764,WALM055,Waxahachie,Fashion accessories,48.0,2.0,2023-03-29,1900-01-01 06:36:00,Cash,6.0,0.33,Wednesday,6,96.0
9765,WALM084,Schertz,Home and lifestyle,34.0,3.0,2022-09-18,1900-01-01 08:19:00,Cash,3.0,0.33,Sunday,8,102.0
9766,WALM054,Sherman,Fashion accessories,46.0,2.0,2020-08-02,1900-01-01 11:18:00,Cash,4.0,0.33,Sunday,11,92.0
9767,WALM009,Plano,Home and lifestyle,72.0,3.0,2022-05-11,1900-01-01 11:25:00,Cash,7.0,0.48,Wednesday,11,216.0
9768,WALM075,San Marcos,Fashion accessories,40.0,2.0,2020-08-06,1900-01-01 14:42:00,Cash,3.0,0.33,Thursday,14,80.0
9769,WALM087,Waxahachie,Home and lifestyle,44.0,2.0,2020-10-06,1900-01-01 16:19:00,Cash,4.0,0.33,Tuesday,16,88.0
9770,WALM099,Weatherford,Fashion accessories,39.0,1.0,2021-10-27,1900-01-01 12:32:00,Cash,5.0,0.18,Wednesday,12,39.0
9771,WALM054,Sherman,Home and lifestyle,64.0,1.0,2023-02-12,1900-01-01 10:16:00,Cash,7.0,0.21,Sunday,10,64.0
9772,WALM073,Seguin,Fashion accessories,82.0,3.0,2021-11-07,1900-01-01 11:12:00,Cash,6.0,0.33,Sunday,11,246.0
9773,WALM029,Round Rock,Home and lifestyle,61.0,3.0,2022-08-12,1900-01-01 13:12:00,Cash,6.0,0.48,Friday,13,183.0
9774,WALM089,Southlake,Fashion accessories,68.0,3.0,2021-01-07,1900-01-01 14:04:00,Cash,5.0,0.33,Thursday,14,204.0
9775,WALM029,Round Rock,Home and lifestyle,61.0,3.0,2020-11-24,1900-01-01 11:06:00,Cash,3.0,0.48,Tuesday,11,183.0
9776,WALM055,Waxahachie,Fashion accessories,29.0,2.0,2021-12-04,1900-01-01 14:28:00,Cash,4.0,0.33,Saturday,14,58.0
9777,WALM035,San Angelo,Home and lifestyle,74.0,1.0,2022-10-04,1900-01-01 10:03:00,Cash,4.0,0.48,Tuesday,10,74.0
9778,WALM099,Weatherford,Fashion accessories,19.0,3.0,2020-06-30,1900-01-01 12:05:00,Cash,5.0,0.18,Tuesday,12,57.0
9779,WALM069,Rockwall,Home and lifestyle,78.0,2.0,2023-02-18,1900-01-01 06:55:00,Cash,5.0,0.33,Saturday,6,156.0
9780,WALM029,Round Rock,Fashion accessories,71.0,1.0,2021-06-24,1900-01-01 07:39:00,Cash,5.0,0.48,Thursday,7,71.0
9781,WALM050,Victoria,Home and lifestyle,62.0,3.0,2021-08-24,1900-01-01 06:45:00,Credit card,5.0,0.48,Tuesday,6,186.0
9782,WALM056,Rowlett,Fashion accessories,66.0,1.0,2020-05-16,1900-01-01 16:36:00,Cash,7.0,0.33,Saturday,16,66.0
9783,WALM087,Waxahachie,Home and lifestyle,25.0,3.0,2023-10-13,1900-01-01 10:05:00,Cash,7.0,0.33,Friday,10,75.0
9784,WALM029,Round Rock,Fashion accessories,16.0,1.0,2021-07-19,1900-01-01 12:44:00,Cash,6.0,0.48,Monday,12,16.0
